Season,name,position,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_in,transfers_out,value,was_home,yellow_cards,GW,match_date,team,opp_team_rating,team_rating
2020-21,Ryan Bertrand,DEF,0,0,7,0,2.8,5,0,1.2,5.4,90,0,0,0,0,0,88465,5.0,2.0,4.0,-1,2873,11859,5.0,1,1,2,2020-09-20 11:00:00,Leicester,2,1.0
2020-21,Kyle Walker-Peters,DEF,1,0,29,0,12.5,5,0,4.6,33.0,90,0,0,0,0,0,702353,5.0,2.0,0.0,3,29779,99475,4.5,1,0,2,2020-09-20 11:00:00,Southampton,2,3.0
2020-21,Jan Bednarek,DEF,0,0,13,0,1.5,5,0,1.4,12.4,90,0,0,0,0,0,173374,5.0,2.0,0.0,0,2287,29386,4.5,1,0,2,2020-09-20 11:00:00,Southampton,2,3.0
2020-21,Sead Kolasinac,DEF,0,0,9,0,5.4,1,0,1.3,3.6,90,0,0,0,0,0,15419,1.0,2.0,4.0,2,492,5064,4.9,1,0,2,2020-09-19 19:00:00,Arsenal,2,2.0
2020-21,Angelo Ogbonna,DEF,0,0,12,0,0.5,2,0,4.4,24.4,90,0,0,0,0,0,23987,1.0,2.0,19.0,1,667,5007,5.0,0,0,2,2020-09-19 19:00:00,West Ham,2,2.0
2020-21,Aaron Cresswell,DEF,0,0,17,0,35.0,2,0,6.2,27.0,90,0,0,0,0,0,62831,1.0,2.0,0.0,1,1523,14185,5.0,0,0,2,2020-09-19 19:00:00,West Ham,2,2.0
2020-21,Gabriel Magalhães,DEF,0,0,15,0,0.7,1,0,3.5,32.6,90,0,0,0,0,0,705990,1.0,2.0,2.0,2,412630,49391,5.0,1,0,2,2020-09-19 19:00:00,Arsenal,2,2.0
2020-21,Rob Holding,DEF,0,0,16,0,0.3,1,0,1.4,13.6,90,0,0,0,0,0,148466,1.0,2.0,0.0,2,72351,25976,4.5,1,0,2,2020-09-19 19:00:00,Arsenal,2,2.0
2020-21,David Luiz Moreira Marinho,DEF,0,0,3,0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,49797,1.0,2.0,0.0,1,1738,25193,5.5,1,0,2,2020-09-19 19:00:00,Arsenal,2,2.0
2020-21,Ryan Fredericks,DEF,1,0,20,0,21.9,2,0,5.3,26.8,90,0,0,0,0,0,35945,1.0,2.0,4.0,3,1144,9063,4.5,0,1,2,2020-09-19 19:00:00,West Ham,2,2.0
2020-21,Issa Diop,DEF,0,0,10,0,0.3,2,0,1.7,16.8,90,0,0,0,0,0,94169,1.0,2.0,0.0,1,3402,17896,4.5,0,0,2,2020-09-19 19:00:00,West Ham,2,2.0
2020-21,Arthur Masuaku,DEF,0,0,18,0,16.8,2,0,3.1,11.0,89,0,0,0,0,0,15134,1.0,2.0,3.0,1,397,2975,4.5,0,0,2,2020-09-19 19:00:00,West Ham,2,2.0
2020-21,Héctor Bellerín,DEF,0,0,10,0,6.9,1,0,1.7,7.6,90,0,0,0,0,0,326713,1.0,2.0,2.0,2,54450,31413,5.0,1,0,2,2020-09-19 19:00:00,Arsenal,2,2.0
2020-21,Victor Lindelöf,DEF,0,0,11,0,2.8,3,0,2.5,18.6,90,0,0,0,0,0,128704,3.0,1.0,4.0,1,12555,11721,5.0,1,0,2,2020-09-19 16:30:00,Man Utd,3,1.0
2020-21,Tyrick Mitchell,DEF,1,0,16,0,1.2,1,0,1.3,12.0,90,0,0,0,0,0,1222530,3.0,1.0,0.0,5,313081,46578,4.0,0,0,2,2020-09-19 16:30:00,Crystal Palace,1,3.0
2020-21,Mamadou Sakho,DEF,0,0,12,0,0.8,1,0,1.8,17.2,90,0,0,0,0,0,3758,3.0,1.0,0.0,2,657,354,4.5,0,0,2,2020-09-19 16:30:00,Crystal Palace,1,3.0
2020-21,Harry Maguire,DEF,0,0,14,0,4.6,3,0,2.3,14.8,90,0,0,0,0,0,276468,3.0,1.0,4.0,0,28710,17706,5.5,1,1,2,2020-09-19 16:30:00,Man Utd,3,1.0
2020-21,Luke Shaw,DEF,0,0,15,0,7.8,3,0,2.3,12.8,90,0,0,0,0,0,111268,3.0,1.0,2.0,1,36929,15984,5.0,1,0,2,2020-09-19 16:30:00,Man Utd,3,1.0
2020-21,Timothy Fosu-Mensah,DEF,0,0,17,0,30.5,2,0,6.4,17.8,80,0,0,0,0,0,7589,3.0,1.0,16.0,0,400,744,4.5,1,1,2,2020-09-19 16:30:00,Man Utd,3,1.0
2020-21,Joel Ward,DEF,0,0,9,0,11.2,1,0,3.9,28.2,90,0,0,0,0,0,125159,3.0,1.0,0.0,1,13560,14201,4.5,0,1,2,2020-09-19 16:30:00,Crystal Palace,1,3.0
2020-21,Michael Hector,DEF,0,0,15,0,10.4,4,0,4.1,13.0,90,0,0,0,0,0,20066,3.0,4.0,18.0,0,1162,3452,4.5,0,0,2,2020-09-19 14:00:00,Fulham,2,4.0
2020-21,Liam Cooper,DEF,0,0,14,0,0.4,3,0,1.4,13.4,90,0,0,0,0,0,40527,3.0,4.0,0.0,1,844,13180,4.5,1,0,2,2020-09-19 14:00:00,Leeds,4,2.0
2020-21,Denis Odoi,DEF,0,0,12,0,0.9,4,0,0.7,5.0,90,0,0,0,0,0,4959,3.0,4.0,1.0,0,2677,931,4.5,0,0,2,2020-09-19 14:00:00,Fulham,2,4.0
2020-21,Stuart Dallas,DEF,0,0,18,0,3.7,3,0,2.9,21.2,90,0,0,0,0,0,358887,3.0,4.0,4.0,1,92240,33289,4.5,1,0,2,2020-09-19 14:00:00,Leeds,4,2.0
2020-21,Kenny Tete,DEF,1,0,22,0,33.6,4,0,7.4,38.6,90,0,0,0,0,0,8838,3.0,4.0,2.0,2,671,1785,4.5,0,1,2,2020-09-19 14:00:00,Fulham,2,4.0
2020-21,Luke Ayling,DEF,0,0,12,0,1.3,3,0,2.0,18.8,90,0,0,0,0,0,284510,3.0,4.0,0.0,1,50630,28643,4.5,1,0,2,2020-09-19 14:00:00,Leeds,4,2.0
2020-21,Joe Bryan,DEF,1,0,20,0,1.8,4,0,2.1,14.0,90,0,0,0,0,0,58925,3.0,4.0,5.0,3,2246,11576,5.0,0,0,2,2020-09-19 14:00:00,Fulham,2,4.0
2020-21,Ezgjan Alioski,DEF,0,0,3,0,1.2,0,0,2.6,5.4,20,0,0,0,0,0,40659,3.0,4.0,19.0,1,2193,9402,4.5,1,0,2,2020-09-19 14:00:00,Leeds,4,2.0
2020-21,Robin Koch,DEF,0,0,9,0,0.3,3,0,3.4,12.4,90,0,0,0,0,0,40440,3.0,4.0,21.0,1,5015,4659,4.5,1,0,2,2020-09-19 14:00:00,Leeds,4,2.0
2020-21,Kieran Gibbs,DEF,0,0,-1,0,11.5,5,0,1.5,1.0,45,0,0,0,1,0,46922,2.0,5.0,2.0,-4,2252,7848,4.5,0,0,2,2020-09-19 11:30:00,West Brom,2,4.0
2020-21,Kyle Bartley,DEF,0,0,11,0,0.2,5,0,2.3,23.0,90,0,0,0,0,0,9826,2.0,5.0,0.0,0,658,1439,4.5,0,0,2,2020-09-19 11:30:00,West Brom,2,4.0
2020-21,Lucas Digne,DEF,0,0,19,0,75.5,2,0,10.9,21.8,90,0,0,0,0,0,878954,2.0,5.0,12.0,1,323021,47708,6.1,1,0,2,2020-09-19 11:30:00,Everton,4,2.0
2020-21,Oluwasemilogo Adesewo Ibidapo Ajayi,DEF,0,0,9,0,0.3,5,0,1.1,10.6,90,0,0,0,0,0,19279,2.0,5.0,0.0,0,1124,5144,5.0,0,0,2,2020-09-19 11:30:00,West Brom,2,4.0
2020-21,Seamus Coleman,DEF,0,0,14,0,4.6,2,0,2.3,12.0,90,0,0,0,0,0,117980,2.0,5.0,6.0,1,67845,18307,5.0,1,0,2,2020-09-19 11:30:00,Everton,4,2.0
2020-21,Yerry Mina,DEF,0,0,17,0,1.5,2,0,2.9,25.2,90,0,0,0,0,0,92644,2.0,5.0,2.0,1,19670,7691,5.5,1,0,2,2020-09-19 11:30:00,Everton,4,2.0
2020-21,Michael Keane,DEF,0,0,28,0,11.0,2,1,10.2,49.6,90,0,0,0,0,0,145252,2.0,5.0,41.0,7,33108,13024,5.0,1,0,2,2020-09-19 11:30:00,Everton,4,2.0
2020-21,Dara O'Shea,DEF,0,0,11,0,0.3,5,0,2.8,27.8,90,0,0,0,0,0,19736,2.0,5.0,0.0,0,695,2781,4.5,0,0,2,2020-09-19 11:30:00,West Brom,2,4.0
2020-21,Darnell Furlong,DEF,0,0,5,0,9.2,5,0,1.8,6.6,90,0,0,0,0,0,8033,2.0,5.0,2.0,0,1199,1053,4.5,0,0,2,2020-09-19 11:30:00,West Brom,2,4.0
2020-21,Kurt Zouma,DEF,0,0,25,0,0.2,1,1,6.9,51.8,90,0,0,0,0,0,53224,3.0,1.0,17.0,8,0,0,5.0,0,0,1,2020-09-14 19:15:00,West Ham,4,2.0
2020-21,Lewis Dunk,DEF,0,0,16,0,1.2,3,0,2.9,20.4,90,0,0,0,0,0,531265,3.0,1.0,7.0,1,0,0,5.0,1,0,1,2020-09-14 19:15:00,Brighton,1,4.0
2020-21,Marcos Alonso,DEF,0,0,14,0,3.7,1,0,2.4,17.8,90,0,0,0,0,0,205442,3.0,1.0,2.0,2,0,0,6.0,0,0,1,2020-09-14 19:15:00,Chelsea,4,1.0
2020-21,Adam Webster,DEF,0,0,14,0,11.8,3,0,2.8,14.8,90,0,0,0,0,0,187445,3.0,1.0,1.0,1,0,0,4.5,1,0,1,2020-09-14 19:15:00,Brighton,1,4.0
2020-21,Reece James,DEF,1,3,44,0,30.3,1,1,11.8,76.8,90,0,0,0,0,0,304155,3.0,1.0,11.0,14,0,0,5.0,0,0,1,2020-09-14 19:15:00,Chelsea,4,1.0
2020-21,Andreas Christensen,DEF,0,0,14,0,0.7,1,0,2.1,17.8,90,0,0,0,0,0,17362,3.0,1.0,2.0,2,0,0,5.0,0,0,1,2020-09-14 19:15:00,Chelsea,4,1.0
2020-21,Ben White,DEF,0,0,16,0,0.8,3,0,1.5,14.2,78,0,0,0,0,0,103827,3.0,1.0,0.0,1,0,0,4.5,1,0,1,2020-09-14 19:15:00,Arsenal,1,2.0
2020-21,César Azpilicueta,DEF,0,0,3,0,0.5,0,0,0.3,0.4,5,0,0,0,0,0,469354,3.0,1.0,2.0,1,0,0,6.0,0,0,1,2020-09-14 19:15:00,Chelsea,4,1.0
2020-21,Tariq Lamptey,DEF,1,0,22,0,27.3,3,0,8.1,33.8,90,0,0,0,0,0,114860,3.0,1.0,20.0,3,0,0,4.5,1,1,1,2020-09-14 19:15:00,Brighton,1,4.0
2020-21,Chris Basham,DEF,0,0,14,0,1.5,2,0,1.5,11.4,70,0,0,0,0,0,135308,2.0,0.0,2.0,1,0,0,5.0,1,0,1,2020-09-14 17:00:00,Sheffield Utd,3,4.0
2020-21,John Egan,DEF,0,0,4,0,0.8,2,0,1.6,8.8,90,0,0,0,0,0,1006715,2.0,0.0,6.0,0,0,0,5.0,1,1,1,2020-09-14 17:00:00,Sheffield Utd,3,4.0
2020-21,Oskar Buur,DEF,0,0,2,0,0.5,0,0,0.1,0.6,22,0,0,0,0,0,106766,2.0,0.0,0.0,1,0,0,4.0,0,0,1,2020-09-14 17:00:00,Wolves,4,3.0
2020-21,Conor Coady,DEF,0,2,29,1,0.0,0,0,2.2,22.0,90,0,0,0,0,0,556410,2.0,0.0,0.0,8,0,0,5.0,0,0,1,2020-09-14 17:00:00,Wolves,4,3.0
2020-21,Enda Stevens,DEF,0,0,13,0,6.9,2,0,2.6,13.2,90,0,0,0,0,0,340758,2.0,0.0,6.0,1,0,0,5.5,1,0,1,2020-09-14 17:00:00,Sheffield Utd,3,4.0
2020-21,Willy Boly,DEF,0,0,25,1,0.2,0,0,2.2,21.6,90,0,0,0,0,0,138741,2.0,0.0,0.0,6,0,0,5.5,0,0,1,2020-09-14 17:00:00,Wolves,4,3.0
2020-21,George Baldock,DEF,0,0,13,0,15.7,2,0,4.3,1.6,90,0,0,0,0,0,304826,2.0,0.0,26.0,1,0,0,5.5,1,0,1,2020-09-14 17:00:00,Sheffield Utd,3,4.0
2020-21,Jack O'Connell,DEF,0,0,8,0,2.3,2,0,2.2,19.2,90,0,0,0,0,0,46550,2.0,0.0,0.0,1,0,0,5.0,1,0,1,2020-09-14 17:00:00,Sheffield Utd,3,4.0
2020-21,Fernando Marçal,DEF,0,0,21,1,1.5,0,0,1.7,15.2,90,0,0,0,0,0,15739,2.0,0.0,0.0,5,0,0,5.0,0,1,1,2020-09-14 17:00:00,Wolves,4,3.0
2020-21,Romain Saïss,DEF,0,3,34,1,0.2,0,1,10.2,63.4,90,0,0,0,0,0,177607,2.0,0.0,38.0,15,0,0,5.0,0,0,1,2020-09-14 17:00:00,Wolves,4,3.0
2020-21,Lucas Digne,DEF,1,3,38,1,19.9,0,0,6.1,40.8,90,0,0,0,0,0,397204,1.0,0.0,0.0,12,0,0,6.0,0,0,1,2020-09-13 15:30:00,Everton,2,2.0
2020-21,Toby Alderweireld,DEF,0,0,12,0,11.2,1,0,3.0,17.0,90,0,0,0,0,0,166187,1.0,0.0,2.0,2,0,0,5.5,1,0,1,2020-09-13 15:30:00,Spurs,2,2.0
2020-21,Matt Doherty,DEF,0,0,6,0,3.5,1,0,5.9,20.0,75,0,0,0,0,0,1485702,1.0,0.0,35.0,2,0,0,6.0,1,0,1,2020-09-13 15:30:00,Spurs,2,2.0
2020-21,Eric Dier,DEF,0,0,13,0,0.7,1,0,1.8,17.4,90,0,0,0,0,0,95090,1.0,0.0,0.0,2,0,0,5.0,1,0,1,2020-09-13 15:30:00,Spurs,2,2.0
2020-21,Seamus Coleman,DEF,0,0,28,1,12.1,0,0,4.3,24.0,90,0,0,0,0,0,41401,1.0,0.0,7.0,6,0,0,5.0,0,0,1,2020-09-13 15:30:00,Everton,2,2.0
2020-21,Yerry Mina,DEF,0,0,27,1,0.4,0,0,2.5,23.2,90,0,0,0,0,0,54492,1.0,0.0,1.0,6,0,0,5.5,0,0,1,2020-09-13 15:30:00,Everton,2,2.0
2020-21,Ben Davies,DEF,0,0,15,0,35.5,1,0,9.2,20.2,90,0,0,0,0,0,155868,1.0,0.0,36.0,2,0,0,5.0,1,0,1,2020-09-13 15:30:00,Spurs,2,2.0
2020-21,Michael Keane,DEF,0,0,29,1,0.1,0,0,2.6,25.8,90,0,0,0,0,0,101537,1.0,0.0,0.0,6,0,0,5.0,0,0,1,2020-09-13 15:30:00,Everton,2,2.0
2020-21,Oluwasemilogo Adesewo Ibidapo Ajayi,DEF,0,0,2,0,0.5,3,0,0.1,0.2,90,0,0,0,0,0,21428,3.0,0.0,0.0,0,0,0,5.0,1,1,1,2020-09-13 13:00:00,West Brom,1,4.0
2020-21,Çaglar Söyüncü,DEF,0,0,29,1,1.4,0,0,2.3,15.6,90,0,0,0,0,0,771267,3.0,0.0,6.0,6,0,0,5.5,0,0,1,2020-09-13 13:00:00,Leicester,4,1.0
2020-21,James Justin,DEF,1,1,32,1,13.0,0,0,3.5,20.0,90,0,0,0,0,0,681843,3.0,0.0,2.0,9,0,0,4.5,0,1,1,2020-09-13 13:00:00,Leicester,4,1.0
2020-21,Dara O'Shea,DEF,0,0,8,0,0.6,3,0,1.0,9.6,90,0,0,0,0,0,19684,3.0,0.0,0.0,1,0,0,4.5,1,0,1,2020-09-13 13:00:00,West Brom,1,4.0
2020-21,Darnell Furlong,DEF,0,0,6,0,11.5,1,0,3.0,6.2,68,0,0,0,0,0,5791,3.0,0.0,12.0,2,0,0,4.5,1,0,1,2020-09-13 13:00:00,West Brom,1,4.0
2020-21,Timothy Castagne,DEF,0,2,38,1,3.0,0,1,8.4,45.8,90,0,0,0,0,0,67356,3.0,0.0,35.0,14,0,0,5.5,0,0,1,2020-09-13 13:00:00,Leicester,4,1.0
2020-21,Kyle Bartley,DEF,0,0,11,0,0.3,3,0,1.4,13.8,90,0,0,0,0,0,9197,3.0,0.0,0.0,1,0,0,4.5,1,0,1,2020-09-13 13:00:00,West Brom,1,4.0
2020-21,Kieran Gibbs,DEF,0,0,12,0,1.7,3,0,0.8,6.4,90,0,0,0,0,0,48768,3.0,0.0,0.0,1,0,0,4.5,1,0,1,2020-09-13 13:00:00,West Brom,1,4.0
2020-21,Javier Manquillo,DEF,0,0,27,1,19.7,0,0,4.4,22.4,90,0,0,0,0,0,21964,2.0,0.0,2.0,5,0,0,4.5,0,1,1,2020-09-12 19:00:00,Newcastle,2,3.0
2020-21,Aaron Cresswell,DEF,0,0,11,0,11.2,2,0,2.2,10.4,90,0,0,0,0,0,70232,2.0,0.0,0.0,1,0,0,5.0,1,0,1,2020-09-12 19:00:00,West Ham,3,2.0
2020-21,Ryan Fredericks,DEF,0,0,14,0,62.3,2,0,8.4,19.4,90,0,0,0,0,0,41931,2.0,0.0,2.0,0,0,0,4.5,1,1,1,2020-09-12 19:00:00,West Ham,3,2.0
2020-21,Jamal Lewis,DEF,0,1,31,1,39.8,0,0,5.9,19.4,90,0,0,0,0,0,76806,2.0,0.0,0.0,7,0,0,4.5,0,0,1,2020-09-12 19:00:00,Newcastle,2,3.0
2020-21,Jamaal Lascelles,DEF,0,0,21,1,0.3,0,0,2.2,21.8,90,0,0,0,0,0,219489,2.0,0.0,0.0,6,0,0,4.5,0,0,1,2020-09-12 19:00:00,Newcastle,2,3.0
2020-21,Angelo Ogbonna,DEF,0,0,14,0,1.1,2,0,3.7,30.0,90,0,0,0,0,0,25125,2.0,0.0,6.0,1,0,0,5.0,1,0,1,2020-09-12 19:00:00,West Ham,3,2.0
2020-21,Federico Fernández,DEF,0,0,27,1,0.1,0,0,2.8,26.0,90,0,0,0,0,0,88657,2.0,0.0,2.0,6,0,0,5.0,0,0,1,2020-09-12 19:00:00,Newcastle,2,3.0
2020-21,Issa Diop,DEF,0,0,15,0,0.9,2,0,2.6,24.6,90,0,0,0,0,0,101787,2.0,0.0,0.0,1,0,0,4.5,1,0,1,2020-09-12 19:00:00,West Ham,3,2.0
2020-21,Joseph Gomez,DEF,0,0,13,0,1.0,3,0,2.0,19.2,90,0,0,0,0,0,292725,3.0,4.0,0.0,1,0,0,5.5,1,0,1,2020-09-12 16:30:00,Liverpool,2,1.0
2020-21,Andrew Robertson,DEF,1,0,20,0,19.6,3,0,4.7,23.4,90,0,0,0,0,0,766431,3.0,4.0,4.0,4,0,0,7.0,1,0,1,2020-09-12 16:30:00,Liverpool,2,1.0
2020-21,Trent Alexander-Arnold,DEF,0,0,10,0,30.4,3,0,3.8,7.8,88,0,0,0,0,0,3227802,3.0,4.0,0.0,1,0,0,7.5,1,0,1,2020-09-12 16:30:00,Liverpool,2,1.0
2020-21,Pascal Struijk,DEF,0,0,19,0,0.1,4,0,4.1,41.0,90,0,0,0,0,0,97197,3.0,4.0,0.0,0,0,0,4.0,0,0,1,2020-09-12 16:30:00,Leeds,1,2.0
2020-21,Stuart Dallas,DEF,1,0,21,0,1.3,4,0,2.7,23.2,90,0,0,0,0,0,256415,3.0,4.0,2.0,3,0,0,4.5,0,0,1,2020-09-12 16:30:00,Leeds,1,2.0
2020-21,Robin Koch,DEF,0,0,14,0,0.2,4,0,4.2,23.4,90,0,0,0,0,0,33230,3.0,4.0,18.0,0,0,0,4.5,0,0,1,2020-09-12 16:30:00,Leeds,1,2.0
2020-21,Virgil van Dijk,DEF,0,0,19,0,0.8,3,1,7.5,37.6,90,0,0,0,0,0,1528505,3.0,4.0,37.0,7,0,0,6.5,1,0,1,2020-09-12 16:30:00,Liverpool,2,1.0
2020-21,Luke Ayling,DEF,0,0,15,0,4.3,4,0,4.0,35.6,90,0,0,0,0,0,237865,3.0,4.0,0.0,0,0,0,4.5,0,0,1,2020-09-12 16:30:00,Leeds,1,2.0
2020-21,Joel Matip,DEF,0,0,2,0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,30541,3.0,4.0,0.0,1,0,0,5.5,1,0,1,2020-09-12 16:30:00,Liverpool,2,1.0
2020-21,Jack Stephens,DEF,0,0,12,0,1.1,1,0,3.7,18.4,90,0,0,0,0,0,30741,0.0,1.0,17.0,2,0,0,5.0,0,0,1,2020-09-12 14:00:00,Southampton,3,3.0
2020-21,Ryan Bertrand,DEF,0,0,15,0,18.5,1,0,3.7,16.8,90,0,0,0,0,0,87171,0.0,1.0,2.0,2,0,0,5.0,0,0,1,2020-09-12 14:00:00,Leicester,3,1.0
2020-21,Scott Dann,DEF,0,1,24,1,0.4,0,0,2.4,15.6,90,0,0,0,0,0,18959,0.0,1.0,8.0,7,0,0,4.5,1,0,1,2020-09-12 14:00:00,Crystal Palace,3,3.0
2020-21,Joel Ward,DEF,0,0,22,1,0.7,0,0,1.4,13.2,90,0,0,0,0,0,105207,0.0,1.0,0.0,6,0,0,4.5,1,0,1,2020-09-12 14:00:00,Crystal Palace,3,3.0
2020-21,Tyrick Mitchell,DEF,0,0,23,1,0.7,0,0,1.8,17.6,90,0,0,0,0,0,783246,0.0,1.0,0.0,6,0,0,4.0,1,0,1,2020-09-12 14:00:00,Crystal Palace,3,3.0
2020-21,Kyle Walker-Peters,DEF,0,0,12,0,18.6,1,0,4.7,24.0,90,0,0,0,0,0,748080,0.0,1.0,4.0,1,0,0,4.5,0,1,1,2020-09-12 14:00:00,Southampton,3,3.0
2020-21,Jan Bednarek,DEF,0,0,11,0,1.3,1,0,1.0,8.8,45,0,0,0,0,0,196908,0.0,1.0,0.0,1,0,0,4.5,0,0,1,2020-09-12 14:00:00,Southampton,3,3.0
2020-21,Jannik Vestergaard,DEF,0,0,19,0,10.4,0,0,3.2,17.6,45,0,0,0,0,0,36388,0.0,1.0,4.0,1,0,0,4.5,0,0,1,2020-09-12 14:00:00,Leicester,3,1.0
2020-21,Ainsley Maitland-Niles,DEF,0,0,21,1,2.8,0,0,1.7,10.2,90,0,0,0,0,0,112927,3.0,0.0,4.0,6,0,0,5.0,0,0,1,2020-09-12 11:30:00,Arsenal,4,2.0
2020-21,Michael Hector,DEF,0,0,12,0,0.6,3,0,1.7,16.8,90,0,0,0,0,0,19305,3.0,0.0,0.0,0,0,0,4.5,1,1,1,2020-09-12 11:30:00,Fulham,2,4.0
2020-21,Rob Holding,DEF,0,0,28,1,1.2,0,0,2.2,20.6,90,0,0,0,0,0,71148,3.0,0.0,0.0,6,0,0,4.5,0,0,1,2020-09-12 11:30:00,Arsenal,4,2.0
2020-21,Tim Ream,DEF,0,0,16,0,0.8,3,0,1.7,16.4,90,0,0,0,0,0,10082,3.0,0.0,0.0,1,0,0,4.5,1,0,1,2020-09-12 11:30:00,Fulham,2,4.0
2020-21,Kieran Tierney,DEF,0,0,25,1,2.5,0,0,1.7,12.8,90,0,0,0,0,0,686005,3.0,0.0,2.0,6,0,0,5.5,0,0,1,2020-09-12 11:30:00,Arsenal,4,2.0
2020-21,Denis Odoi,DEF,0,0,12,0,2.6,3,0,2.1,11.4,90,0,0,0,0,0,0,3.0,0.0,7.0,1,0,0,4.5,1,0,1,2020-09-12 11:30:00,Fulham,2,4.0
2020-21,Joe Bryan,DEF,0,0,12,0,4.3,3,0,1.5,10.6,90,0,0,0,0,0,60330,3.0,0.0,0.0,1,0,0,5.0,1,0,1,2020-09-12 11:30:00,Fulham,2,4.0
2020-21,Gabriel Magalhães,DEF,0,3,37,1,0.3,0,1,8.5,51.8,90,0,0,0,0,0,85593,3.0,0.0,33.0,15,0,0,5.0,0,0,1,2020-09-12 11:30:00,Arsenal,4,2.0
2020-21,Héctor Bellerín,DEF,0,0,23,1,26.4,0,0,4.0,9.8,90,0,0,0,0,0,240975,3.0,0.0,4.0,5,0,0,5.0,0,1,1,2020-09-12 11:30:00,Arsenal,4,2.0
2019-20,Fernando Luiz Rosa,DEF,0,0,9,0,2.2,0,0,1.9,6.2,45,0,0,0,0,0,48985,0.0,5.0,11.0,1,291,520,5.1,1,0,47,2020-07-26 15:00:00,Man City,4,1.0
2019-20,Federico Fernández,DEF,0,0,9,0,0.0,3,0,3.2,24.6,90,0,0,0,0,0,205610,3.0,1.0,7.0,0,3043,22917,4.6,1,1,47,2020-07-26 15:00:00,Newcastle,1,3.0
2019-20,Francisco Femenía Far,DEF,0,0,4,0,11.9,3,0,1.8,3.6,45,0,0,0,0,0,59697,2.0,3.0,2.0,0,1193,3927,4.2,0,0,47,2020-07-26 15:00:00,Watford,2,4.0
2019-20,Frédéric Guilbert,DEF,0,2,19,1,14.7,0,0,2.4,7.0,75,0,0,0,0,0,29769,1.0,1.0,2.0,8,562,348,4.3,0,0,47,2020-07-26 15:00:00,Aston Villa,4,4.0
2019-20,George Baldock,DEF,0,0,9,0,1.2,3,0,1.7,15.8,90,0,0,0,0,0,857082,1.0,3.0,0.0,1,13516,37482,5.0,0,0,47,2020-07-26 15:00:00,Sheffield Utd,3,2.0
2019-20,Ezri Konsa Ngoyo,DEF,0,0,9,0,0.2,1,0,1.1,10.6,90,0,0,0,0,0,17752,1.0,1.0,0.0,2,4890,759,4.3,0,0,47,2020-07-26 15:00:00,Aston Villa,4,4.0
2019-20,Erik Pieters,DEF,1,0,23,0,30.9,2,0,6.5,32.4,90,0,0,0,0,0,612589,2.0,1.0,2.0,3,144388,4572,4.3,1,1,47,2020-07-26 15:00:00,Burnley,3,2.0
2019-20,Davinson Sánchez,DEF,0,0,3,0,0.0,0,0,0.1,1.0,1,0,0,0,0,0,76554,1.0,1.0,0.0,1,1798,879,5.3,0,0,47,2020-07-26 15:00:00,Spurs,3,2.0
2019-20,Enda Stevens,DEF,0,0,0,0,1.2,3,0,2.4,2.6,90,0,0,0,0,0,337432,1.0,3.0,20.0,0,15941,22435,5.2,0,1,47,2020-07-26 15:00:00,Sheffield Utd,3,2.0
2019-20,Eric Dier,DEF,0,0,10,0,0.6,1,0,1.9,18.2,90,0,0,0,0,0,14503,1.0,1.0,0.0,1,194,143,4.8,0,1,47,2020-07-26 15:00:00,Spurs,3,2.0
2019-20,Eric Garcia,DEF,0,0,10,0,12.7,0,0,2.1,8.2,45,0,0,0,0,0,77992,0.0,5.0,0.0,1,19305,5986,4.5,1,0,47,2020-07-26 15:00:00,Man City,4,1.0
2019-20,James Tarkowski,DEF,0,0,10,0,10.7,2,0,3.6,19.2,90,0,0,0,0,0,745665,2.0,1.0,6.0,1,131092,16496,5.5,1,0,47,2020-07-26 15:00:00,Burnley,3,2.0
2019-20,Jannik Vestergaard,DEF,0,0,20,0,11.8,1,0,4.2,28.6,90,0,0,0,0,0,142499,1.0,3.0,2.0,2,1526,727,4.5,1,0,47,2020-07-26 15:00:00,Leicester,2,1.0
2019-20,Jarrad Branthwaite,DEF,0,0,20,0,1.3,3,0,2.0,18.4,90,0,0,0,0,0,63051,3.0,1.0,0.0,1,25454,1241,4.0,1,0,47,2020-07-26 15:00:00,Everton,4,3.0
2019-20,Javier Manquillo,DEF,0,0,9,0,0.2,3,0,1.8,17.6,90,0,0,0,0,0,16689,3.0,1.0,0.0,1,385,967,4.3,1,0,47,2020-07-26 15:00:00,Newcastle,1,3.0
2019-20,Joel Ward,DEF,0,0,9,0,1.6,1,0,1.9,10.2,90,0,0,0,0,0,108821,1.0,1.0,7.0,2,1059,4041,4.3,1,0,47,2020-07-26 15:00:00,Crystal Palace,2,3.0
2019-20,John Egan,DEF,0,0,10,0,0.0,3,0,1.0,9.6,90,0,0,0,0,0,518244,1.0,3.0,0.0,1,31171,28969,4.7,0,0,47,2020-07-26 15:00:00,Sheffield Utd,3,2.0
2019-20,Harry Maguire,DEF,0,0,22,1,1.1,0,0,1.5,13.6,90,0,0,0,0,0,839498,2.0,0.0,0.0,5,5629,23037,5.3,0,1,47,2020-07-26 15:00:00,Man Utd,1,1.0
